title,url,source,published_date,published_time,keyword,sentiment,relevance_score,country,location,latitude,longitude
The heatwave was a wake up call: readers on a year of climate change anxiety,https://www.theguardian.com/environment/2018/dec/21/the-heatwave-was-a-wake-up-call-readers-on-a-year-of-climate-change-anxiety,The Guardian,21-12-2018,06:45:20,heatstroke,positive,0.080645161,England,London,51.5074456,-0.1277653
"US trade deal would flood Britain with 'cheap, inhumanely produced' bacon",https://www.theguardian.com/environment/2018/nov/22/growth-hormones-gestation-crates-bacon-us-trade-deal,The Guardian,22-11-2018,07:00:36,flood,positive,0.383631714,England,Norfolk,52.666667,1
Flood threat may result in people being moved to new areas,https://www.theguardian.com/environment/2018/nov/26/uk-flooding-threat-people-moved-michael-gove-climate-change,The Guardian,26-11-2018,13:25:10,flood,neutral,1,England,London,51.5074,-0.1278
Coastal flooding and peat bogs,https://www.theguardian.com/environment/2018/nov/28/coastal-flooding-and-peat-bogs,The Guardian,28-11-2018,17:34:24,flood,positive,1,Scotland,Scotland,56.7861112,-4.1140518
Farmers across UK braced for heavy rain and thunderstorms,https://www.theguardian.com/environment/2018/jul/26/farmers-across-uk-braced-for-heavy-rain-and-thunderstorms,The Guardian,26-07-2018,16:29:59,flood,negative,0.973709834,England,Oxfordshire,51.833333,-1.25
Hundreds of environment agency staff redirected to work on Brexit,https://www.theguardian.com/environment/2018/nov/08/mps-condemn-raid-on-hundreds-of-environment-staff-to-work-on-brexit,The Guardian,08-11-2018,06:01:04,flood,negative,0.220264317,England,London,51.5074,-0.1278
Climate change is increasing flood risks in Europe | John Abraham,https://www.theguardian.com/environment/climate-consensus-97-per-cent/2018/feb/08/climate-change-is-increasing-flood-risks-in-europe,The Guardian,08-02-2018,11:00:37,flood,positive,1,England,Exeter,50.7256138,-3.5269209
Beavers released in Forest of Dean as solution to flooding,https://www.theguardian.com/environment/2018/jul/24/beavers-forest-dean-possible-flooding-solution,The Guardian,24-07-2018,10:30:21,flood,positive,1,England,Gloucestershire,51.7643786,-2.1880662
Weatherwatch: climate change will bring more floods. Can we predict them?,https://www.theguardian.com/environment/2018/oct/03/weatherwatch-climate-change-will-bring-more-floods-can-we-predict-them,The Guardian,03-10-2018,20:30:04,flood,negative,1,England,London,51.5074,-0.1278
"From London to Shanghai, world's sinking cities face devastating floods",https://www.theguardian.com/environment/2018/oct/05/from-london-to-shanghai-worlds-sinking-cities-face-devastating-floods,The Guardian,04-10-2018,23:01:01,flood,neutral,0.363636364,Scotland,Scotland,56.7861112,-4.1140518
"Source public sector food from UK post-Brexit, farmers say",https://www.theguardian.com/environment/2018/may/08/source-public-sector-food-from-uk-post-brexit-farmers-say,The Guardian,07-05-2018,23:01:03,flood,positive,0.147492625,England,London,51.5074,-0.1278
We must reduce greenhouse gas emissions to net zero or face more floods | Nicholas Stern,https://www.theguardian.com/environment/2018/oct/08/we-must-reduce-greenhouse-gas-emissions-to-net-zero-or-face-more-floods,The Guardian,08-10-2018,01:00:07,flood,positive,0.232288037,England,London,51.5074456,-0.1277653
Extreme global weather is 'the face of climate change' says leading scientist,https://www.theguardian.com/environment/2018/jul/27/extreme-global-weather-climate-change-michael-mann,The Guardian,27-07-2018,17:02:34,flood,neutral,0,England,Reading,51.4514953,-0.9836342
"Flooding and heavy rains rise 50% worldwide in a decade, figures show",https://www.theguardian.com/environment/2018/mar/21/flooding-and-heavy-rains-rise-50-worldwide-in-a-decade-figures-show,The Guardian,21-03-2018,17:00:11,flood,negative,0.470588235,England,London,51.5074,-0.1278
"UK must be ready for rise of electric vehicles, says ABB chief",https://www.theguardian.com/environment/2018/jan/09/uk-electric-vehicles-abb-power-grid-formula-e,The Guardian,09-01-2018,18:45:43,flood,positive,0.284900285,England,London,51.5074,-0.1278
Government pledges £5.7m to develop new northern forest,https://www.theguardian.com/environment/2018/jan/07/government-pledges-57m-to-develop-new-northern-forest-m62,The Guardian,07-01-2018,11:13:03,flood,positive,0.288184438,England,Leicestershire,52.666667,-1
'Massive error': farmers say post-Brexit funding plan risks food scares,https://www.theguardian.com/environment/2018/sep/12/massive-error-farmers-say-post-brexit-funding-plan-risks-food-scares,The Guardian,12-09-2018,13:14:57,flood,positive,0.095147479,England,London,51.5074,-0.1278
Is planting trees the best thing you can do for your health and the planet?,https://www.theguardian.com/environment/shortcuts/2018/oct/30/planting-trees-best-for-health-planet-prince-charles-plant-wood,The Guardian,30-10-2018,18:30:03,flood,positive,0.225733634,England,Somerset,51.1617509,-3.0753867
"Glasgow's major roads, railways and hospitals at risk from climate change  study",https://www.theguardian.com/environment/2018/oct/31/glasgow-major-roads-railways-and-hospitals-at-risk-from-climate-change-study,The Guardian,31-10-2018,13:00:18,flood,negative,1,Scotland,Scotland,56.7861112,-4.1140518
The case for and against Natural England,https://www.theguardian.com/environment/2018/jul/08/the-case-for-and-against-natural-england,The Guardian,08-07-2018,16:08:06,flood,positive,0.295857988,England,Norfolk,52.666667,1
Tidal power to the people,https://www.theguardian.com/environment/2018/jul/05/tidal-power-to-the-people,The Guardian,05-07-2018,16:50:35,flood,positive,0.183486239,England,Surrey,51.2715316,-0.3414524
"Microplastic pollution in oceans is far worse than feared, say scientists",https://www.theguardian.com/environment/2018/mar/12/microplastic-pollution-in-oceans-is-far-greater-than-thought-say-scientists,The Guardian,12-03-2018,16:00:15,flood,neutral,0.772200772,England,Manchester,53.4794892,-2.2451148
Climate change 'will push European cities towards breaking point',https://www.theguardian.com/environment/2018/feb/21/climate-change-will-push-european-cities-towards-breaking-point,The Guardian,21-02-2018,00:01:06,flood,neutral,1,England,Chester,53.1908873,-2.8908955
Big farmers to see funding cut post-Brexit after Gove shakeup,https://www.theguardian.com/environment/2018/sep/12/gove-hails-plans-to-reward-uk-farmers-for-adopting-green-policies,The Guardian,11-09-2018,23:01:58,flood,positive,0.105152471,England,London,51.5074,-0.1278
'Great Pacific garbage patch' sprawling with far more debris than thought,https://www.theguardian.com/environment/2018/mar/22/great-pacific-garbage-patch-sprawling-with-far-more-debris-than-thought,The Guardian,22-03-2018,14:59:47,flood,positive,0.114155251,England,London,51.5074,-0.1278
"Scotland's historic sites at high risk from climate change, report says",https://www.theguardian.com/environment/2018/jan/15/scotlands-historic-sites-at-high-risk-from-climate-change-report-says,The Guardian,15-01-2018,06:30:48,flood,negative,0.711237553,Scotland,Glasgow,55.861155,-4.2501687
"Dead kittiwakes, dwindling fish and oceans of plastic: my voyage of discovery",https://www.theguardian.com/environment/2018/oct/07/kittiwakes-fish-oceans-plastic-marine-life-fishing,The Guardian,07-10-2018,14:00:11,flood,positive,0.024703557,England,Manchester,53.4794892,-2.2451148
A less timid version of Justin Trudeau wont cut it. The NDP must be bolder | Martin Lukacs,https://www.theguardian.com/environment/true-north/2018/feb/19/a-less-timid-version-of-justin-trudeau-wont-cut-it-the-ndp-must-be-bolder,The Guardian,19-02-2018,23:29:48,flood,positive,0.098911968,England,London,51.5074,-0.1278
Climate change spells turbulent times ahead for air travel,https://www.theguardian.com/environment/2018/feb/19/climate-change-spells-turbulent-times-ahead-for-air-travel,The Guardian,19-02-2018,12:00:12,flood,negative,0.171086399,England,London,51.5074456,-0.1277653
Dont feed the fatberg! What a slice of oily sewage says about modern life,https://www.theguardian.com/environment/2018/feb/18/dont-feed-fatberg-museum-london-clogging-sewers-oil,The Guardian,18-02-2018,14:00:45,flood,neutral,0.049067713,England,Manchester,53.4794892,-2.2451148
UK summer 'wind drought' puts green revolution into reverse,https://www.theguardian.com/environment/2018/aug/27/uk-summer-wind-drought-puts-green-revolution-into-reverse,The Guardian,27-08-2018,12:09:07,drought,positive,0.36407767,England,London,51.5074,-0.1278
"Heatwaves, drought and wildfires  green news roundup",https://www.theguardian.com/environment/2018/aug/02/heatwaves-drought-and-wildfires-green-news-roundup,The Guardian,02-08-2018,10:30:16,drought,positive,0.480769231,England,London,51.5074,-0.1278
"Pollution, wildfires and drought  green news roundup",https://www.theguardian.com/environment/2018/jul/19/pollution-wildfires-and-drought-green-news-roundup,The Guardian,19-07-2018,13:39:42,drought,negative,0.877192982,England,London,51.5074,-0.1278
Drought-hit farmers call on Gove to honour promise of assistance,https://www.theguardian.com/environment/2018/sep/03/drought-hit-farmers-call-on-gove-to-honour-promise-of-assistance,The Guardian,02-09-2018,23:01:37,drought,positive,0.842696629,Scotland,Scotland,56.7861112,-4.1140518
Farmers in drought summit amid fears of food supply crisis,https://www.theguardian.com/environment/2018/jul/28/farmers-drought-summit-food-supply-fears-crisis-heatwave,The Guardian,28-07-2018,20:00:38,drought,positive,0.273224044,England,London,51.5074,-0.1278
UK farmers allowed to take more water from rivers as heatwave continues,https://www.theguardian.com/environment/2018/aug/01/uk-farmers-allowed-to-take-more-water-from-rivers-as-heatwave-continues,The Guardian,01-08-2018,15:47:31,drought,positive,0.581395349,Wales,Wales,52.2928116,-3.73893
Large blue butterfly enjoys best UK summer on record,https://www.theguardian.com/environment/2018/sep/19/uk-large-blue-butterfly-best-summer-record,The Guardian,19-09-2018,05:01:09,drought,neutral,0.237529691,England,Somerset,51.1617509,-3.0753867
Falling yields of key UK crops could raise food prices and leave farmers struggling,https://www.theguardian.com/environment/2018/sep/03/falling-yields-of-key-uk-crops-could-raise-food-prices-and-leave-farmers-struggling,The Guardian,03-09-2018,12:53:25,drought,positive,0.482625483,England,London,51.5074,-0.1278
UK must adapt to climate change now,https://www.theguardian.com/environment/2018/jul/11/uk-must-adapt-to-climate-change-now,The Guardian,11-07-2018,16:09:10,drought,positive,0.331125828,England,Hampshire,51.0449814,-1.2433133
"UK fracking rules on earthquakes could be relaxed, says minister",https://www.theguardian.com/environment/2018/oct/09/uk-fracking-rules-on-earthquakes-could-be-relaxed-says-minister,The Guardian,09-10-2018,12:57:29,drought,positive,0.107991361,England,Blackpool,53.8179442,-3.0509812
A 30-year drought may be coming: heres how you can save water,https://www.theguardian.com/environment/shortcuts/2018/may/23/a-30-year-drought-may-be-coming-heres-how-you-can-save-water,The Guardian,23-05-2018,15:34:40,drought,positive,0.638297872,Scotland,Scotland,56.7861112,-4.1140518
Chilean villagers claim British appetite for avocados is draining region dry,https://www.theguardian.com/environment/2018/may/17/chilean-villagers-claim-british-appetite-for-avocados-is-draining-region-dry,The Guardian,17-05-2018,13:50:20,drought,neutral,0.336983993,England,London,51.5074,-0.1278
UK home solar power faces cloudy outlook as subsidies are axed,https://www.theguardian.com/environment/2018/jun/27/uk-home-solar-power-subsidies-costs-battery-technology,The Guardian,27-06-2018,16:09:19,drought,positive,0.153491942,England,London,51.5074456,-0.1277653
Sunscreen for cows: UK farmers struggle to cope with heatwave,https://www.theguardian.com/environment/2018/jul/13/sunscreen-for-cows-uk-farmers-struggle-to-cope-with-heatwave,The Guardian,13-07-2018,10:23:56,drought,positive,0.091659028,England,London,51.5074,-0.1278
"Extreme weather could push UK food prices up this year, say farmers",https://www.theguardian.com/environment/2018/jul/30/extreme-weather-could-push-uk-food-prices-up-this-year-say-farmers,The Guardian,30-07-2018,10:24:22,drought,negative,0.106269926,England,London,51.5074,-0.1278
Weatherwatch: the relentless summer of 1976,https://www.theguardian.com/environment/2018/aug/24/weatherwatch-the-relentless-summer-of-1976,The Guardian,24-08-2018,20:30:24,drought,neutral,0.952380952,England,Southampton,50.9025349,-1.404189
"World must triple efforts or face catastrophic climate change, says UN",https://www.theguardian.com/environment/2018/nov/27/world-triple-efforts-climate-change-un-global-warming,The Guardian,27-11-2018,16:45:33,drought,positive,0.10989011,England,London,51.5074,-0.1278
Deadly weather: the human cost of 2018's climate disasters  visual guide,https://www.theguardian.com/environment/ng-interactive/2018/dec/21/deadly-weather-the-human-cost-of-2018s-climate-disasters-visual-guide,The Guardian,21-12-2018,06:45:20,drought,negative,0.20661157,Scotland,Scotland,56.7861112,-4.1140518
"Geoengineering, megafires and 'hothouse' Earth  green news roundup",https://www.theguardian.com/environment/2018/aug/09/geoengineering-megafires-and-hothouse-earth-green-news-roundup,The Guardian,09-08-2018,09:49:07,drought,negative,0.427350427,England,London,51.5074,-0.1278
